cbsa_code,csa_code,cbsa_title,metro_micro_indicator,csa_title, cbsa_population ,population_year,cbsa_year
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",1,"Portland-Vancouver-Salem, OR-WA",2289800,2012,2020
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",1,"Portland-Vancouver-Salem, OR-WA",2289800,2012,2020
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",1,"Portland-Vancouver-Salem, OR-WA",2289800,2012,2020
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",1,"Portland-Vancouver-Salem, OR-WA",2289800,2012,2020
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",1,"Portland-Vancouver-Salem, OR-WA",2289800,2012,2020
38900,440,"Portland-Vancouver-Hillsboro, OR-WA",1,"Portland-Vancouver-Salem, OR-WA",2289800,2012,2020
38920,544,"Port Lavaca, TX",2,"Victoria-Port Lavaca, TX",21609,2012,2020
38940,370,"Port St. Lucie, FL",1,"Miami-Port St. Lucie-Fort Lauderdale, FL",432683,2012,2020
38940,370,"Port St. Lucie, FL",1,"Miami-Port St. Lucie-Fort Lauderdale, FL",432683,2012,2020
39020,170,"Portsmouth, OH",2,"Charleston-Huntington-Ashland, WV-OH-KY",78477,2012,2020
39060,,"Pottsville, PA",2,,147063,2012,2020
39100,408,"Poughkeepsie-Newburgh-Middletown, NY",1,"New York-Newark, NY-NJ-CT-PA",19831858,2012,2020
39100,408,"Poughkeepsie-Newburgh-Middletown, NY",1,"New York-Newark, NY-NJ-CT-PA",19831858,2012,2020
39150,,"Prescott Valley-Prescott, AZ",1,,212637,2012,2020
39220,,"Price, UT",2,,21246,2012,2020
39260,140,"Prineville, OR",2,"Bend-Prineville, OR",20729,2012,2020
39300,148,"Providence-Warwick, RI-MA",1,"Boston-Worcester-Providence, MA-RI-NH-CT",1601374,2012,2020
39300,148,"Providence-Warwick, RI-MA",1,"Boston-Worcester-Providence, MA-RI-NH-CT",1601374,2012,2020
39300,148,"Providence-Warwick, RI-MA",1,"Boston-Worcester-Providence, MA-RI-NH-CT",1601374,2012,2020
39300,148,"Providence-Warwick, RI-MA",1,"Boston-Worcester-Providence, MA-RI-NH-CT",1601374,2012,2020
39300,148,"Providence-Warwick, RI-MA",1,"Boston-Worcester-Providence, MA-RI-NH-CT",1601374,2012,2020
39300,148,"Providence-Warwick, RI-MA",1,"Boston-Worcester-Providence, MA-RI-NH-CT",1601374,2012,2020
39340,482,"Provo-Orem, UT",1,"Salt Lake City-Provo-Orem, UT",550845,2012,2020
39340,482,"Provo-Orem, UT",1,"Salt Lake City-Provo-Orem, UT",550845,2012,2020
39380,444,"Pueblo, CO",1,"Pueblo-Cañon City, CO",160852,2012,2020
39420,446,"Pullman, WA",2,"Pullman-Moscow, WA-ID",46606,2012,2020
39460,412,"Punta Gorda, FL",1,"North Port-Sarasota, FL",162449,2012,2020
39500,448,"Quincy, IL-MO",2,"Quincy-Hannibal, IL-MO",77371,2012,2020
39500,448,"Quincy, IL-MO",2,"Quincy-Hannibal, IL-MO",77371,2012,2020
39540,376,"Racine, WI",1,"Milwaukee-Racine-Waukesha, WI",194797,2012,2020
39580,450,"Raleigh-Cary, NC",1,"Raleigh-Durham-Cary, NC",1188564,2012,2020
39580,450,"Raleigh-Cary, NC",1,"Raleigh-Durham-Cary, NC",1188564,2012,2020
39580,450,"Raleigh-Cary, NC",1,"Raleigh-Durham-Cary, NC",1188564,2012,2020
39660,452,"Rapid City, SD",1,"Rapid City-Spearfish, SD",138738,2012,2020
39660,452,"Rapid City, SD",1,"Rapid City-Spearfish, SD",138738,2012,2020
39700,154,"Raymondville, TX",2,"Brownsville-Harlingen-Raymondville, TX",22058,2012,2020
39740,428,"Reading, PA",1,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",413491,2012,2020
39780,454,"Red Bluff, CA",2,"Redding-Red Bluff, CA",63406,2012,2020
39820,454,"Redding, CA",1,"Redding-Red Bluff, CA",178586,2012,2020
39860,378,"Red Wing, MN",2,"Minneapolis-St. Paul, MN-WI",46336,2012,2020
39900,456,"Reno, NV",1,"Reno-Carson City-Fernley, NV",433843,2012,2020
39900,456,"Reno, NV",1,"Reno-Carson City-Fernley, NV",433843,2012,2020
39940,292,"Rexburg, ID",2,"Idaho Falls-Rexburg-Blackfoot, ID",50413,2012,2020
39940,292,"Rexburg, ID",2,"Idaho Falls-Rexburg-Blackfoot, ID",50413,2012,2020
39980,458,"Richmond, IN",2,"Richmond-Connersville, IN",68346,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40060,,"Richmond, VA",1,,1231980,2012,2020
40080,336,"Richmond-Berea, KY",2,"Lexington-Fayette--Richmond--Frankfort, KY",101792,2012,2020
40080,336,"Richmond-Berea, KY",2,"Lexington-Fayette--Richmond--Frankfort, KY",101792,2012,2020
40100,365,"Rio Grande City-Roma, TX",2,"McAllen-Edinburg, TX",61615,2012,2020
40140,348,"Riverside-San Bernardino-Ontario, CA",1,"Los Angeles-Long Beach, CA",4350096,2012,2020
40140,348,"Riverside-San Bernardino-Ontario, CA",1,"Los Angeles-Long Beach, CA",4350096,2012,2020
40180,,"Riverton, WY",2,,41110,2012,2020
40220,,"Roanoke, VA",1,,310118,2012,2020
40220,,"Roanoke, VA",1,,310118,2012,2020
40220,,"Roanoke, VA",1,,310118,2012,2020
40220,,"Roanoke, VA",1,,310118,2012,2020
40220,,"Roanoke, VA",1,,310118,2012,2020
40220,,"Roanoke, VA",1,,310118,2012,2020
40260,468,"Roanoke Rapids, NC",2,"Rocky Mount-Wilson-Roanoke Rapids, NC",75434,2012,2020
40260,468,"Roanoke Rapids, NC",2,"Rocky Mount-Wilson-Roanoke Rapids, NC",75434,2012,2020
40300,466,"Rochelle, IL",2,"Rockford-Freeport-Rochelle, IL",52848,2012,2020
40340,462,"Rochester, MN",1,"Rochester-Austin, MN",209607,2012,2020
40340,462,"Rochester, MN",1,"Rochester-Austin, MN",209607,2012,2020
40340,462,"Rochester, MN",1,"Rochester-Austin, MN",209607,2012,2020
40340,462,"Rochester, MN",1,"Rochester-Austin, MN",209607,2012,2020
40380,464,"Rochester, NY",1,"Rochester-Batavia-Seneca Falls, NY",1082284,2012,2020
40380,464,"Rochester, NY",1,"Rochester-Batavia-Seneca Falls, NY",1082284,2012,2020
40380,464,"Rochester, NY",1,"Rochester-Batavia-Seneca Falls, NY",1082284,2012,2020
40380,464,"Rochester, NY",1,"Rochester-Batavia-Seneca Falls, NY",1082284,2012,2020
40380,464,"Rochester, NY",1,"Rochester-Batavia-Seneca Falls, NY",1082284,2012,2020
40380,464,"Rochester, NY",1,"Rochester-Batavia-Seneca Falls, NY",1082284,2012,2020
40420,466,"Rockford, IL",1,"Rockford-Freeport-Rochelle, IL",346009,2012,2020
40420,466,"Rockford, IL",1,"Rockford-Freeport-Rochelle, IL",346009,2012,2020
40460,,"Rockingham, NC",2,,46627,2012,2020
40530,204,"Rockport, TX",2,"Corpus Christi-Kingsville-Alice, TX",437109,2012,2020
40540,,"Rock Springs, WY",2,,45267,2012,2020
40580,468,"Rocky Mount, NC",1,"Rocky Mount-Wilson-Roanoke Rapids, NC",151662,2012,2020
40580,468,"Rocky Mount, NC",1,"Rocky Mount-Wilson-Roanoke Rapids, NC",151662,2012,2020
40620,,"Rolla, MO",2,,44987,2012,2020
40660,122,"Rome, GA",1,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",96177,2012,2020
40700,,"Roseburg, OR",2,,107164,2012,2020
40740,,"Roswell, NM",2,,65784,2012,2020
40760,,"Ruidoso, NM",2,,,2012,2020
40780,,"Russellville, AR",2,,84697,2012,2020
40780,,"Russellville, AR",2,,84697,2012,2020
40820,384,"Ruston, LA",2,"Monroe-Ruston, LA",46953,2012,2020
40860,,"Rutland, VT",2,,60869,2012,2020
40900,472,"Sacramento-Roseville-Folsom, CA",1,"Sacramento-Roseville, CA",2196482,2012,2020
40900,472,"Sacramento-Roseville-Folsom, CA",1,"Sacramento-Roseville, CA",2196482,2012,2020
40900,472,"Sacramento-Roseville-Folsom, CA",1,"Sacramento-Roseville, CA",2196482,2012,2020
40900,472,"Sacramento-Roseville-Folsom, CA",1,"Sacramento-Roseville, CA",2196482,2012,2020
40940,,"Safford, AZ",2,,37416,2012,2020
40980,474,"Saginaw, MI",1,"Saginaw-Midland-Bay City, MI",198353,2012,2020
41060,378,"St. Cloud, MN",1,"Minneapolis-St. Paul, MN-WI",190471,2012,2020
41060,378,"St. Cloud, MN",1,"Minneapolis-St. Paul, MN-WI",190471,2012,2020
41100,,"St. George, UT",1,,144809,2012,2020
41140,312,"St. Joseph, MO-KS",1,"Kansas City-Overland Park-Kansas City, MO-KS",127927,2012,2020
41140,312,"St. Joseph, MO-KS",1,"Kansas City-Overland Park-Kansas City, MO-KS",127927,2012,2020
41140,312,"St. Joseph, MO-KS",1,"Kansas City-Overland Park-Kansas City, MO-KS",127927,2012,2020
41140,312,"St. Joseph, MO-KS",1,"Kansas City-Overland Park-Kansas City, MO-KS",127927,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41180,476,"St. Louis, MO-IL",1,"St. Louis-St. Charles-Farmington, MO-IL",2795794,2012,2020
41220,300,"St. Marys, GA",2,"Jacksonville-St. Marys-Palatka, FL-GA",51402,2012,2020
41260,,"St. Marys, PA",2,,,2012,2020
41400,566,"Salem, OH",2,"Youngstown-Warren, OH-PA",106507,2012,2020
41420,440,"Salem, OR",1,"Portland-Vancouver-Salem, OR-WA",396338,2012,2020
41420,440,"Salem, OR",1,"Portland-Vancouver-Salem, OR-WA",396338,2012,2020
41460,,"Salina, KS",2,,62060,2012,2020
41460,,"Salina, KS",2,,62060,2012,2020
41500,,"Salinas, CA",1,,426762,2012,2020
41540,480,"Salisbury, MD-DE",1,"Salisbury-Cambridge, MD-DE",381868,2012,2020
41540,480,"Salisbury, MD-DE",1,"Salisbury-Cambridge, MD-DE",381868,2012,2020
41540,480,"Salisbury, MD-DE",1,"Salisbury-Cambridge, MD-DE",381868,2012,2020
41540,480,"Salisbury, MD-DE",1,"Salisbury-Cambridge, MD-DE",381868,2012,2020
41620,482,"Salt Lake City, UT",1,"Salt Lake City-Provo-Orem, UT",1123712,2012,2020
41620,482,"Salt Lake City, UT",1,"Salt Lake City-Provo-Orem, UT",1123712,2012,2020
41660,,"San Angelo, TX",1,,114854,2012,2020
41660,,"San Angelo, TX",1,,114854,2012,2020
41660,,"San Angelo, TX",1,,114854,2012,2020
41700,484,"San Antonio-New Braunfels, TX",1,"San Antonio-New Braunfels-Pearsall, TX",2234003,2012,2020
41700,484,"San Antonio-New Braunfels, TX",1,"San Antonio-New Braunfels-Pearsall, TX",2234003,2012,2020
41700,484,"San Antonio-New Braunfels, TX",1,"San Antonio-New Braunfels-Pearsall, TX",2234003,2012,2020
41700,484,"San Antonio-New Braunfels, TX",1,"San Antonio-New Braunfels-Pearsall, TX",2234003,2012,2020
41700,484,"San Antonio-New Braunfels, TX",1,"San Antonio-New Braunfels-Pearsall, TX",2234003,2012,2020
41700,484,"San Antonio-New Braunfels, TX",1,"San Antonio-New Braunfels-Pearsall, TX",2234003,2012,2020
41700,484,"San Antonio-New Braunfels, TX",1,"San Antonio-New Braunfels-Pearsall, TX",2234003,2012,2020
41700,484,"San Antonio-New Braunfels, TX",1,"San Antonio-New Braunfels-Pearsall, TX",2234003,2012,2020
41740,,"San Diego-Chula Vista-Carlsbad, CA",1,,3177063,2012,2020
41760,,"Sandpoint, ID",2,,40476,2012,2020
41780,184,"Sandusky, OH",2,"Cleveland-Akron-Canton, OH",76398,2012,2020
41820,246,"Sanford, NC",2,"Fayetteville-Sanford-Lumberton, NC",59715,2012,2020
41860,488,"San Francisco-Oakland-Berkeley, CA",1,"San Jose-San Francisco-Oakland, CA",4455560,2012,2020
41860,488,"San Francisco-Oakland-Berkeley, CA",1,"San Jose-San Francisco-Oakland, CA",4455560,2012,2020
41860,488,"San Francisco-Oakland-Berkeley, CA",1,"San Jose-San Francisco-Oakland, CA",4455560,2012,2020
41860,488,"San Francisco-Oakland-Berkeley, CA",1,"San Jose-San Francisco-Oakland, CA",4455560,2012,2020
41860,488,"San Francisco-Oakland-Berkeley, CA",1,"San Jose-San Francisco-Oakland, CA",4455560,2012,2020
41900,364,"San Germán, PR",1,"Mayagüez-San Germán, PR",,2012,2020
41900,364,"San Germán, PR",1,"Mayagüez-San Germán, PR",,2012,2020
41900,364,"San Germán, PR",1,"Mayagüez-San Germán, PR",,2012,2020
41900,364,"San Germán, PR",1,"Mayagüez-San Germán, PR",,2012,2020
41940,488,"San Jose-Sunnyvale-Santa Clara, CA",1,"San Jose-San Francisco-Oakland, CA",1894388,2012,2020
41940,488,"San Jose-Sunnyvale-Santa Clara, CA",1,"San Jose-San Francisco-Oakland, CA",1894388,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
41980,490,"San Juan-Bayamón-Caguas, PR",1,"San Juan-Bayamón, PR",,2012,2020
42020,,"San Luis Obispo-Paso Robles, CA",1,,", CA        274804",2012,2020
42100,488,"Santa Cruz-Watsonville, CA",1,"San Jose-San Francisco-Oakland, CA",266776,2012,2020
42140,106,"Santa Fe, NM",1,"Albuquerque-Santa Fe-Las Vegas, NM",146375,2012,2020
42180,434,"Santa Isabel, PR",2,"Ponce-Yauco-Coamo, PR",,2012,2020
42200,,"Santa Maria-Santa Barbara, CA",1,,431249,2012,2020
42220,488,"Santa Rosa-Petaluma, CA",1,"San Jose-San Francisco-Oakland, CA",491829,2012,2020
42300,,"Sault Ste. Marie, MI",2,,38917,2012,2020
42340,496,"Savannah, GA",1,"Savannah-Hinesville-Statesboro, GA",361941,2012,2020
42340,496,"Savannah, GA",1,"Savannah-Hinesville-Statesboro, GA",361941,2012,2020
42340,496,"Savannah, GA",1,"Savannah-Hinesville-Statesboro, GA",361941,2012,2020
42380,,"Sayre, PA",2,,62792,2012,2020
42420,,"Scottsbluff, NE",2,,39039,2012,2020
42420,,"Scottsbluff, NE",2,,39039,2012,2020
42420,,"Scottsbluff, NE",2,,39039,2012,2020
42460,497,"Scottsboro, AL",2,"Scottsboro-Fort Payne, AL",53019,2012,2020
42500,350,"Scottsburg, IN",2,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",1251351,2012,2020
42540,,"Scranton--Wilkes-Barre, PA",1,,563629,2012,2020
42540,,"Scranton--Wilkes-Barre, PA",1,,563629,2012,2020
42540,,"Scranton--Wilkes-Barre, PA",1,,563629,2012,2020
42620,340,"Searcy, AR",2,"Little Rock-North Little Rock, AR",78493,2012,2020
42660,500,"Seattle-Tacoma-Bellevue, WA",1,"Seattle-Tacoma, WA",3552157,2012,2020
42660,500,"Seattle-Tacoma-Bellevue, WA",1,"Seattle-Tacoma, WA",3552157,2012,2020
42660,500,"Seattle-Tacoma-Bellevue, WA",1,"Seattle-Tacoma, WA",3552157,2012,2020
42680,370,"Sebastian-Vero Beach, FL",1,"Miami-Port St. Lucie-Fort Lauderdale, FL",140567,2012,2020
42700,,"Sebring-Avon Park, FL",1,,98128,2012,2020
42740,,"Sedalia, MO",2,,42319,2012,2020
42780,146,"Selinsgrove, PA",2,"Bloomsburg-Berwick-Sunbury, PA",39672,2012,2020
42820,388,"Selma, AL",2,"Montgomery-Selma-Alexander City, AL",42864,2012,2020
42860,273,"Seneca, SC",2,"Greenville-Spartanburg-Anderson, SC",74627,2012,2020
42900,464,"Seneca Falls, NY",2,"Rochester-Batavia-Seneca Falls, NY",35305,2012,2020
42940,315,"Sevierville, TN",2,"Knoxville-Morristown-Sevierville, TN",92512,2012,2020
42980,294,"Seymour, IN",2,"Indianapolis-Carmel-Muncie, IN",43083,2012,2020
43020,267,"Shawano, WI",2,"Green Bay-Shawano, WI",45947,2012,2020
43020,267,"Shawano, WI",2,"Green Bay-Shawano, WI",45947,2012,2020
43060,416,"Shawnee, OK",2,"Oklahoma City-Shawnee, OK",70760,2012,2020
43100,,"Sheboygan, WI",1,,115009,2012,2020
43140,172,"Shelby, NC",2,"Charlotte-Concord, NC-SC",97474,2012,2020
43180,400,"Shelbyville, TN",2,"Nashville-Davidson--Murfreesboro, TN",45573,2012,2020
43220,500,"Shelton, WA",2,"Seattle-Tacoma, WA",60832,2012,2020
43260,,"Sheridan, WY",2,,29596,2012,2020
43300,206,"Sherman-Denison, TX",1,"Dallas-Fort Worth, TX-OK",121935,2012,2020
43320,,"Show Low, AZ",2,,107094,2012,2020
43340,508,"Shreveport-Bossier City, LA",1,"Shreveport-Bossier City-Minden, LA",447193,2012,2020
43340,508,"Shreveport-Bossier City, LA",1,"Shreveport-Bossier City-Minden, LA",447193,2012,2020
43340,508,"Shreveport-Bossier City, LA",1,"Shreveport-Bossier City-Minden, LA",447193,2012,2020
43380,212,"Sidney, OH",2,"Dayton-Springfield-Kettering, OH",49167,2012,2020
43420,,"Sierra Vista-Douglas, AZ",1,,132088,2012,2020
43460,164,"Sikeston, MO",2,"Cape Girardeau-Sikeston, MO-IL",39139,2012,2020
43500,,"Silver City, NM",2,,29388,2012,2020
43580,,"Sioux City, IA-NE-SD",1,,168921,2012,2020
43580,,"Sioux City, IA-NE-SD",1,,168921,2012,2020
43580,,"Sioux City, IA-NE-SD",1,,168921,2012,2020
43580,,"Sioux City, IA-NE-SD",1,,168921,2012,2020
43620,,"Sioux Falls, SD",1,,237251,2012,2020
43620,,"Sioux Falls, SD",1,,237251,2012,2020
43620,,"Sioux Falls, SD",1,,237251,2012,2020
43620,,"Sioux Falls, SD",1,,237251,2012,2020
43660,,"Snyder, TX",2,,17126,2012,2020
43700,,"Somerset, KY",2,,63593,2012,2020
43740,306,"Somerset, PA",2,"Johnstown-Somerset, PA",76957,2012,2020
43760,,"Sonora, CA",2,,54008,2012,2020
43780,515,"South Bend-Mishawaka, IN-MI",1,"South Bend-Elkhart-Mishawaka, IN-MI",318586,2012,2020
43780,515,"South Bend-Mishawaka, IN-MI",1,"South Bend-Elkhart-Mishawaka, IN-MI",318586,2012,2020
43900,273,"Spartanburg, SC",1,"Greenville-Spartanburg-Anderson, SC",316997,2012,2020
43940,452,"Spearfish, SD",2,"Rapid City-Spearfish, SD",24397,2012,2020
43980,517,"Spencer, IA",2,"Spencer-Spirit Lake, IA",16599,2012,2020
44020,517,"Spirit Lake, IA",2,"Spencer-Spirit Lake, IA",16972,2012,2020
44060,518,"Spokane-Spokane Valley, WA",1,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",532253,2012,2020
44060,518,"Spokane-Spokane Valley, WA",1,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",532253,2012,2020
44100,522,"Springfield, IL",1,"Springfield-Jacksonville-Lincoln, IL",211993,2012,2020
44100,522,"Springfield, IL",1,"Springfield-Jacksonville-Lincoln, IL",211993,2012,2020
44140,,"Springfield, MA",1,,71540,2012,2020
44140,,"Springfield, MA",1,,71540,2012,2020
44140,,"Springfield, MA",1,,71540,2012,2020
44180,,"Springfield, MO",1,,444617,2012,2020
44180,,"Springfield, MO",1,,444617,2012,2020
44180,,"Springfield, MO",1,,444617,2012,2020
44180,,"Springfield, MO",1,,444617,2012,2020
44180,,"Springfield, MO",1,,444617,2012,2020
44220,212,"Springfield, OH",1,"Dayton-Springfield-Kettering, OH",137206,2012,2020
44260,,"Starkville, MS",2,,48192,2012,2020
44260,,"Starkville, MS",2,,48192,2012,2020
44300,524,"State College, PA",1,"State College-DuBois, PA",155171,2012,2020
44340,496,"Statesboro, GA",2,"Savannah-Hinesville-Statesboro, GA",72694,2012,2020
44420,277,"Staunton, VA",1,"Harrisonburg-Staunton, VA",118686,2012,2020
44420,277,"Staunton, VA",1,"Harrisonburg-Staunton, VA",118686,2012,2020
44420,277,"Staunton, VA",1,"Harrisonburg-Staunton, VA",118686,2012,2020
44460,525,"Steamboat Springs, CO",2,"Steamboat Springs-Craig, CO",23334,2012,2020
44500,,"Stephenville, TX",2,,39321,2012,2020
44540,,"Sterling, CO",2,,22631,2012,2020
44580,221,"Sterling, IL",2,"Dixon-Sterling, IL",57846,2012,2020
44620,554,"Stevens Point, WI",2,"Wausau-Stevens Point-Wisconsin Rapids, WI",70433,2012,2020
44660,,"Stillwater, OK",2,,78399,2012,2020
44700,488,"Stockton, CA",1,"San Jose-San Francisco-Oakland, CA",702612,2012,2020
44740,,"Storm Lake, IA",2,,20592,2012,2020
44780,310,"Sturgis, MI",2,"Kalamazoo-Battle Creek-Portage, MI",60796,2012,2020
44860,,"Sulphur Springs, TX",2,,35469,2012,2020
44900,174,"Summerville, GA",2,"Chattanooga-Cleveland-Dalton, TN-GA",25725,2012,2020
44940,,"Sumter, SC",1,,108052,2012,2020
44940,,"Sumter, SC",1,,108052,2012,2020
44980,146,"Sunbury, PA",2,"Bloomsburg-Berwick-Sunbury, PA",94428,2012,2020
45000,,"Susanville, CA",2,,33658,2012,2020
45020,,"Sweetwater, TX",2,,14924,2012,2020
45060,532,"Syracuse, NY",1,"Syracuse-Auburn, NY",660934,2012,2020
45060,532,"Syracuse, NY",1,"Syracuse-Auburn, NY",660934,2012,2020
45060,532,"Syracuse, NY",1,"Syracuse-Auburn, NY",660934,2012,2020
45140,,"Tahlequah, OK",2,,48150,2012,2020
45180,142,"Talladega-Sylacauga, AL",2,"Birmingham-Hoover-Talladega, AL",92728,2012,2020
45220,,"Tallahassee, FL",1,,375371,2012,2020
45220,,"Tallahassee, FL",1,,375371,2012,2020
45220,,"Tallahassee, FL",1,,375371,2012,2020
45220,,"Tallahassee, FL",1,,375371,2012,2020
45300,,"Tampa-St. Petersburg-Clearwater, FL",1,,2842878,2012,2020
45300,,"Tampa-St. Petersburg-Clearwater, FL",1,,2842878,2012,2020
45300,,"Tampa-St. Petersburg-Clearwater, FL",1,,2842878,2012,2020
